neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,max_income
0,12,40.71638,-73.93988,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,179,58175
1,27,40.72506,-74.00876,1,3,2,0.82,1,1,230
1,1,40.76459,-73.97529,1,1,0,0.0,2,328,129560
1,2,40.81312,-73.94273,1,3,90,2.59,3,175,30975
1,19,40.7214,-73.97787,0,2,3,0.21,2,1,85
1,8,40.77668,-73.97815,1,1,1,0.02,1,1,150
1,2,40.82348,-73.94581,0,"0    1
Name: minimum_nights, dtype: int64",5,0.24,8,202,7878
0,15,40.67333,-73.91614,0,1,0,0.0,1,177,26550
1,4,40.78587,-73.94764,1,2,67,1.76,2,283,183950
1,71,40.76318,-73.98473,0,5,0,0.0,1,1,104
2,103,40.76592,-73.87388,1,1,3,3.0,1,50,3000
0,6,40.69574,-73.9515,1,4,11,0.29,1,1,150
1,52,40.73571,-73.99694,0,1,0,0.0,2,353,150025
0,13,40.69146,-73.97378,0,2,0,0.0,3,66,7260
1,2,40.81553,-73.94672,0,2,33,1.4,1,75,10125
1,23,40.71252,-73.98765,0,15,0,0.0,28,185,17390
1,1,40.74749,-73.9869,1,3,16,2.31,1,301,54782
0,21,40.696,-73.92964,0,3,0,0.0,1,1,65
2,62,40.5886,-73.8124,1,2,2,0.14,2,1,86
1,2,40.81425,-73.94549,0,4,6,1.05,1,1,28
1,1,40.75547,-73.98245,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,327,336,59472
0,12,40.70649,-73.94505,1,1,11,0.23,1,1,100
1,28,40.76813,-73.95354,1,7,17,0.35,3,1,144
0,15,40.67615,-73.93046,0,1,5,5.0,3,361,18050
1,19,40.73111,-73.98675,1,4,2,0.08,1,1,250
0,21,40.70048,-73.91229,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,9,196,6664
1,8,40.77594,-73.98449,1,3,0,0.0,1,1,188
2,85,40.6853,-73.76814,0,1,12,3.13,3,180,9900
1,7,40.76738,-73.98743,0,"0    1
Name: minimum_nights, dtype: int64",3,0.1,4,180,10980
1,23,40.72087,-73.99022,1,"0    1
Name: minimum_nights, dtype: int64",59,0.63,1,27,4131
1,9,40.71612,-73.99121,1,1,0,0.0,1,1,150
2,37,40.75947,-73.82263,1,"0    1
Name: minimum_nights, dtype: int64",7,0.34,15,294,29400
1,23,40.71922,-73.98714,0,1,1,0.06,3,1,109
1,9,40.71794,-73.99686,0,3,4,0.4,2,1,75
4,66,40.86084,-73.90288,1,7,0,0.0,2,40,4400
0,12,40.71751,-73.95839,1,6,28,0.5,1,365,191625
0,24,40.65507,-73.95824,1,1,282,5.51,1,187,22440
1,4,40.79999,-73.94233,1,3,62,3.23,1,82,20500
1,19,40.73031,-73.98666,1,2,2,0.32,2,365,50735
0,20,40.73433,-73.95401,1,4,31,0.91,1,24,3720
1,2,40.82146,-73.94598,0,1,0,0.0,1,1,50
1,9,40.7155,-73.99198,1,"0    1
Name: minimum_nights, dtype: int64",4,0.13,1,1,120
1,14,40.73768,-73.99565,1,14,0,0.0,1,1,220
2,124,40.68201,-73.83023,0,2,0,0.0,2,160,16000
0,10,40.66473,-73.98704,1,4,14,0.36,2,13,5070
1,9,40.71457,-73.9958,0,1,71,5.5,3,91,11102
1,30,40.84195,-73.9359,1,5,3,0.15,1,1,95
2,149,40.73784,-73.79101,0,1,20,4.2,5,38,1900
0,13,40.68602,-73.97386,1,4,4,0.09,1,1,150
0,21,40.69724,-73.932,0,1,0,0.0,1,1,105
0,21,40.70677,-73.92043,0,3,91,3.5,1,294,19110
1,28,40.78285,-73.94875,1,"0    1
Name: minimum_nights, dtype: int64",2,0.08,1,1,129
2,44,40.69829,-73.90771,0,2,132,2.54,1,261,16965
2,39,40.74461,-73.92004,0,2,132,3.23,1,14,1232
0,100,40.63814,-73.90002,1,1,68,7.58,1,258,19350
2,25,40.74893,-73.93755,1,1,0,0.0,1,60,10800
1,4,40.80837,-73.93937,1,5,4,4.0,1,285,34200
1,18,40.8604,-73.92716,1,3,4,0.18,1,1,85
1,4,40.7885,-73.9494,1,"0    1
Name: minimum_nights, dtype: int64",12,0.35,2,1,159
2,56,40.75965,-73.91095,0,5,10,0.28,1,68,4420
1,64,40.72118,-73.99602,1,2,0,0.0,1,1,500
0,6,40.69671,-73.94896,0,1,1,0.05,1,1,45
0,12,40.71518,-73.94146,1,3,0,0.0,1,359,107700
1,7,40.76544,-73.9882,1,"0    1
Name: minimum_nights, dtype: int64",7,0.13,39,347,64195
1,101,40.7068,-74.01775,0,1,1,1.0,7,339,33900
0,20,40.72942,-73.95122,1,4,9,0.4,1,10,1200
2,56,40.76401,-73.90921,0,1,92,4.96,3,357,24990
0,10,40.66631,-73.98268,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,50
2,56,40.75859,-73.91334,1,3,37,3.22,1,127,11430
1,8,40.7989,-73.96042,0,1,0,0.0,2,365,54750
0,70,40.67296,-73.87435,1,1,7,0.38,6,177,44073
2,126,40.72236,-73.90195,1,7,15,1.73,3,69,10350
2,49,40.77537,-73.90279,1,3,49,2.74,1,324,48600
0,117,40.62635,-73.9725,1,2,1,0.48,1,33,2640
1,2,40.80132,-73.95496,1,3,3,0.4,1,239,46605
2,56,40.75916,-73.91427,0,1,72,1.3,1,364,21840
1,28,40.77372,-73.94986,1,1,6,0.12,1,1,120
1,8,40.80135,-73.96643,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,179
1,27,40.72704,-74.00558,1,3,10,0.21,1,1,200
2,25,40.75296,-73.93716,1,2,182,2.2,1,272,95200
1,7,40.76671,-73.98413,0,4,27,2.83,1,1,106
0,6,40.67973,-73.93058,0,2,151,3.23,3,288,20736
0,13,40.68557,-73.97288,2,1,2,1.62,5,73,2263
1,28,40.76882,-73.96862,1,1,0,0.0,1,1,150
0,29,40.67717,-73.96915,1,"0    1
Name: minimum_nights, dtype: int64",1,0.01,1,341,42625
1,7,40.76025,-73.99555,0,4,59,1.06,2,286,25454
0,12,40.70835,-73.95368,1,2,1,1.0,1,308,83160
1,14,40.74312,-73.99953,1,3,12,0.65,1,83,37350
0,15,40.67756,-73.94775,1,3,5,0.19,1,266,36442
4,57,40.81225,-73.85349,0,2,0,0.0,7,349,26175
1,26,40.74288,-73.9803,1,4,5,0.1,1,184,33120
1,7,40.76532,-73.99061,1,1,11,0.26,1,1,150
0,21,40.68926,-73.91595,0,3,40,0.63,1,365,25550
0,20,40.73468,-73.95418,1,5,2,0.32,1,1,149
1,2,40.82458,-73.93883,0,2,0,0.0,2,315,12285
2,183,40.65045,-73.74596,1,2,3,0.08,3,364,54600
2,44,40.70706,-73.90006,0,1,90,4.31,2,178,8900
0,79,40.64899,-74.0125,2,1,4,4.0,1,342,10260
0,6,40.69284,-73.96065,1,3,4,0.31,1,7,910
1,27,40.72607,-74.00916,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,121,342,281124
1,1,40.76419,-73.97455,1,3,22,1.62,1,278,83122
1,1,40.75176,-73.96921,1,1,1,0.02,1,1,140
1,43,40.71035,-74.01343,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,120
1,8,40.79829,-73.97266,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,174
0,22,40.65278,-73.95392,0,3,13,0.7,5,76,3420
0,15,40.67293,-73.96128,1,1,2,0.09,1,1,200
1,4,40.80226,-73.93734,0,2,25,2.69,1,161,13363
1,1,40.76542,-73.98081,1,2,4,0.12,1,1,175
0,10,40.66412,-73.98162,1,10,4,0.17,1,115,44850
0,12,40.71208,-73.96256,1,2,47,1.34,1,1,147
1,43,40.70362,-74.00804,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,96,333,63270
0,12,40.71106,-73.95954,1,3,3,0.16,2,1,130
0,10,40.66615,-73.98747,1,2,67,3.94,1,61,7991
1,8,40.7987,-73.9621,0,1,1,0.03,1,1,110
0,21,40.69808,-73.93,0,2,7,0.19,1,1,75
0,79,40.63721,-74.01229,0,1,0,0.0,4,353,21180
1,1,40.75378,-73.97156,0,2,0,0.0,1,1,350
0,21,40.69985,-73.94001,0,4,0,0.0,1,1,46
0,67,40.6046,-73.97772,0,1,0,0.0,1,1,69
4,42,40.84277,-73.92588,1,7,40,1.15,1,34,2584
0,13,40.69093,-73.97936,1,2,4,0.06,1,1,200
1,52,40.73307,-73.99277,1,7,1,0.04,1,1,250
1,11,40.73033,-74.00284,0,1,0,0.0,2,1,110
1,4,40.81357,-73.93575,1,2,74,1.85,1,92,8740
0,10,40.66812,-73.99022,0,"0    1
Name: minimum_nights, dtype: int64",1,1.0,2,39,6240
1,14,40.74039,-74.00356,1,7,6,0.13,1,358,232700
1,43,40.70719,-74.00664,1,3,2,0.98,1,14,3010
1,1,40.76634,-73.98155,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,65,249,79680
0,12,40.71276,-73.95114,1,2,3,0.12,1,1,140
0,147,40.66087,-73.90935,1,1,2,0.1,1,1,115
0,15,40.67672,-73.92964,0,1,32,1.62,1,1,85
1,2,40.80797,-73.9489,0,5,46,0.6,1,343,25725
0,16,40.67538,-73.98117,0,2,7,0.26,1,1,47
1,19,40.7265,-73.9822,1,2,4,2.31,1,274,93434
0,100,40.63567,-73.91296,1,2,11,4.12,1,52,6240
0,6,40.68581,-73.95189,0,10,3,0.48,1,5,175
1,51,40.7662,-73.94676,1,3,2,0.31,1,1,250
0,6,40.6847,-73.9435,1,2,3,1.06,1,157,31400
1,71,40.76122,-73.98292,1,"0    1
Name: minimum_nights, dtype: int64",4,0.21,1,292,54020
2,87,40.72937,-73.86804,1,7,53,0.94,1,10,400
4,99,40.81795,-73.91178,2,1,0,0.0,1,77,6545
1,7,40.76732,-73.98482,0,5,2,0.32,1,1,89
2,56,40.7581,-73.91975,1,2,13,0.37,1,115,13800
1,23,40.71251,-73.9889,0,3,8,0.21,1,1,60
0,21,40.69062,-73.92265,1,2,10,1.18,1,4,480
0,24,40.66158,-73.95987,1,2,14,0.83,1,1,80
0,20,40.72522,-73.95184,0,3,7,0.4,5,285,13110
0,22,40.6485,-73.95439,0,1,18,0.79,1,154,5544
1,4,40.78781,-73.94549,0,3,0,0.0,1,1,75
0,15,40.67182,-73.95985,1,3,0,0.0,2,1,275
0,6,40.69422,-73.93232,1,2,10,4.17,1,38,8550
0,6,40.68201,-73.93802,0,5,8,0.23,1,289,11560
1,7,40.76769,-73.99405,0,3,17,0.37,1,364,54600
1,2,40.8041,-73.95261,0,2,7,0.37,1,1,35
1,8,40.79966,-73.96059,0,"0    1
Name: minimum_nights, dtype: int64",1,1.0,32,333,19980
0,12,40.70734,-73.96417,0,2,5,2.88,1,182,12922
1,30,40.84877,-73.93821,1,4,0,0.0,1,1,65
0,54,40.64115,-73.92837,0,1,0,0.0,2,1,70
0,29,40.67426,-73.96586,0,2,13,0.26,1,1,150
0,6,40.68786,-73.95211,1,5,0,0.0,1,1,200
1,64,40.72184,-73.9944,1,"0    1
Name: minimum_nights, dtype: int64",92,1.09,1,106,31800
0,15,40.67685,-73.94405,1,5,5,0.81,1,8,640
2,37,40.75806,-73.82005,0,1,24,2.31,9,341,28985
0,3,40.69049,-73.96842,1,3,4,0.21,1,2,230
1,7,40.76335,-73.99051,0,2,3,1.25,1,1,65
1,8,40.78489,-73.97345,0,"0    1
Name: minimum_nights, dtype: int64",7,0.42,2,125,12375
1,7,40.76332,-73.9884,0,1,38,0.77,5,307,46050
1,26,40.74201,-73.97957,1,"0    1
Name: minimum_nights, dtype: int64",7,0.29,91,342,45486
1,19,40.72208,-73.98071,1,3,5,0.19,1,1,210
1,30,40.85677,-73.93715,0,3,14,0.3,1,1,70
2,46,40.68144,-73.77739,1,1,0,0.0,3,22,5500
0,20,40.72865,-73.95937,1,5,17,0.83,1,1,120
1,30,40.84519,-73.941,0,1,3,1.36,4,270,13500
0,21,40.70192,-73.9168,0,1,31,3.75,3,134,8710
1,28,40.77547,-73.9623,0,2,35,1.35,1,327,34335
1,2,40.81674,-73.95292,2,1,23,0.81,2,1,65
2,37,40.73736,-73.80071,1,1,86,8.06,1,121,8349
1,2,40.81128,-73.94647,1,"0    1
Name: minimum_nights, dtype: int64",104,2.07,4,249,70965
0,12,40.71635,-73.94982,1,2,87,2.45,1,126,40950
0,6,40.69634,-73.93445,0,2,4,4.0,1,1,50
1,4,40.78697,-73.94999,1,2,12,0.2,1,1,129
0,6,40.68371,-73.94156,1,4,13,0.48,1,1,130
2,37,40.754,-73.80701,0,2,40,0.81,3,311,14617
1,26,40.74123,-73.97731,1,7,2,0.04,1,1,135
0,24,40.655,-73.96109,1,3,56,2.42,1,19,2375
0,12,40.71028,-73.95367,1,1,52,2.88,2,1,189
1,28,40.77183,-73.95534,1,6,15,0.72,2,154,35882
4,72,40.82692,-73.92183,0,5,46,1.55,1,174,7830
0,111,40.64189,-73.99357,0,5,5,0.53,8,364,21840
0,0,40.64225,-73.97197,1,2,5,0.13,1,1,115
1,4,40.79469,-73.94351,1,2,3,0.45,3,9,1980
0,73,40.58779,-73.94703,0,1,0,0.0,1,1,70
1,2,40.80476,-73.95416,0,"0    1
Name: minimum_nights, dtype: int64",2,0.16,2,1,41
0,12,40.70314,-73.93656,0,2,3,1.73,1,18,1620
0,123,40.67521,-74.01103,1,3,7,0.16,1,1,352
1,8,40.79708,-73.969,1,2,3,0.06,3,70,12600
0,21,40.69508,-73.91053,0,3,71,1.47,1,24,960
1,14,40.74026,-73.99746,1,2,150,2.99,1,2,300
0,13,40.68966,-73.97382,1,10,1,0.04,1,1,150
0,34,40.66714,-73.99279,0,14,0,0.0,1,192,15360
1,30,40.83532,-73.94428,0,5,4,1.58,6,272,12784
2,183,40.65219,-73.73729,0,2,61,2.36,2,65,3185
1,2,40.82625,-73.94859,0,4,7,1.83,1,54,2808
1,8,40.7837,-73.97851,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,385
0,12,40.70978,-73.95143,1,3,5,0.13,2,1,220
1,2,40.82931,-73.94183,0,2,6,1.59,2,1,65
0,24,40.65531,-73.96161,0,4,6,0.22,1,6,300
0,6,40.68484,-73.9552,1,14,0,0.0,1,1,100
1,1,40.75397,-73.96697,1,3,5,0.48,49,204,142596
0,12,40.71325,-73.95874,1,1,1,1.0,1,77,13090
0,21,40.69417,-73.91237,0,3,0,0.0,1,1,35
0,15,40.67154,-73.96221,0,1,8,0.23,1,1,88
0,24,40.66204,-73.96052,1,5,4,0.11,2,1,80
1,27,40.72667,-74.00257,1,4,0,0.0,1,1,175
1,28,40.78451,-73.94939,1,1,0,0.0,1,1,150
3,194,40.56506,-74.1024,0,1,0,0.0,2,341,13640
1,28,40.76511,-73.96555,1,"0    1
Name: minimum_nights, dtype: int64",9,0.2,1,316,48980
2,56,40.76601,-73.91841,0,5,2,0.08,1,179,8771
0,21,40.70086,-73.93423,0,1,0,0.0,2,1,44
0,6,40.68413,-73.92693,1,3,207,3.04,1,237,28440
1,7,40.76662,-73.99302,1,3,209,2.7,1,202,36158
2,103,40.76537,-73.87639,1,1,198,10.15,2,156,15600
2,63,40.71871,-73.8532,0,3,9,0.27,1,95,5605
0,20,40.72109,-73.95403,1,7,3,0.48,1,11,1265
2,103,40.76075,-73.87943,0,1,296,10.6,2,322,17710
0,12,40.72045,-73.96313,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,91,13650
2,37,40.77257,-73.80125,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,326,14670
1,9,40.71706,-73.99285,1,3,0,0.0,1,1,110
1,28,40.76246,-73.95985,1,1,3,0.11,1,1,195
0,24,40.65598,-73.95831,1,7,9,0.36,2,82,15580
1,7,40.75685,-73.99569,1,"0    1
Name: minimum_nights, dtype: int64",1,0.13,96,331,82750
1,4,40.80147,-73.93706,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,345,17250
1,28,40.76113,-73.96092,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,33,362,50318
0,117,40.61193,-73.96259,0,3,3,0.16,1,364,23660
1,26,40.73929,-73.98183,0,2,1,1.0,3,41,5535
1,9,40.71399,-73.99107,1,4,7,0.12,1,1,300
1,1,40.75294,-73.96731,1,3,2,0.4,49,235,173195
1,28,40.76453,-73.95867,1,4,1,1.0,1,243,38880
2,46,40.67166,-73.76566,0,2,56,0.67,2,365,21170
1,23,40.72292,-73.99307,1,"0    1
Name: minimum_nights, dtype: int64",7,0.19,7,1,200
1,43,40.70586,-74.00875,0,1,3,0.12,1,1,85
2,31,40.74033,-73.89342,0,"0    1
Name: minimum_nights, dtype: int64",1,0.18,103,269,8877
0,33,40.68188,-73.99438,1,4,49,2.31,2,3,405
1,4,40.78589,-73.9487,1,2,43,3.11,1,301,75250
0,12,40.71862,-73.94579,0,5,0,0.0,1,1,100
1,8,40.7816,-73.97548,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,232,334,125918
0,16,40.67514,-73.97598,1,2,1,0.03,1,1,85
1,7,40.76226,-73.99519,1,7,1,0.1,1,147,25725
1,45,40.81669,-73.96029,0,2,11,0.25,1,188,11280
4,171,40.84752,-73.82797,1,2,94,3.2,1,252,22428
2,37,40.77337,-73.82501,0,2,0,0.0,7,1,100
4,59,40.88399,-73.89502,1,2,0,0.0,1,1,110
1,43,40.70764,-74.01077,1,2,15,3.19,327,260,65520
0,17,40.65875,-73.9766,1,"0    1
Name: minimum_nights, dtype: int64",13,0.23,2,1,225
1,43,40.70765,-74.00761,1,2,8,0.16,1,1,205
0,6,40.68426,-73.9451,0,2,18,1.8,3,356,22072
1,23,40.71978,-73.98705,1,2,8,0.17,4,297,74250
1,8,40.79174,-73.97755,1,6,0,0.0,1,1,200
1,27,40.72688,-74.0022,1,3,79,2.33,1,28,5600
1,8,40.80173,-73.96175,1,2,40,1.54,2,285,106875
4,142,40.83458,-73.91021,1,"0    1
Name: minimum_nights, dtype: int64",11,0.31,7,68,3876
0,12,40.71054,-73.95669,1,3,35,0.71,1,18,3240
0,13,40.69758,-73.97432,0,"0    1
Name: minimum_nights, dtype: int64",1,0.22,25,311,14928
1,45,40.80853,-73.96352,1,4,0,0.0,1,1,90
4,99,40.82441,-73.90361,0,1,25,1.34,2,1,125
0,12,40.71692,-73.94132,1,3,25,1.8,1,157,35325
0,20,40.73093,-73.95332,0,1,1,0.02,1,1,75
0,29,40.67881,-73.97166,1,5,15,1.75,1,1,135
0,6,40.68773,-73.9452,0,1,0,0.0,1,220,22000
2,152,40.66206,-73.74962,0,1,0,0.0,2,180,13500
1,19,40.73215,-73.98821,1,1,28,0.45,1,341,68200
2,39,40.7437,-73.91983,1,3,0,0.0,1,1,100
0,34,40.67886,-73.98702,1,2,4,1.2,2,1,175
1,1,40.74506,-73.98202,1,"0    1
Name: minimum_nights, dtype: int64",2,0.11,31,132,13068
0,20,40.73857,-73.95435,1,3,23,0.26,28,81,16119
0,20,40.7355,-73.95677,0,"0    1
Name: minimum_nights, dtype: int64",3,0.11,1,1,75
0,6,40.68712,-73.95876,0,5,1,0.01,2,1,75
1,71,40.75965,-73.98582,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,232,251,79567
1,2,40.83124,-73.94501,0,2,59,1.9,1,39,1560
1,45,40.80525,-73.95916,0,5,57,0.59,2,201,15075
1,2,40.81968,-73.9436,0,2,39,3.42,1,29,2610
1,23,40.71422,-73.9896,1,2,2,1.76,1,245,83545
2,56,40.75596,-73.92798,1,2,44,2.37,1,83,11205
2,106,40.58835,-73.79565,0,1,91,1.53,5,358,53342
2,37,40.76105,-73.82317,1,"0    1
Name: minimum_nights, dtype: int64",4,0.31,15,232,19720
0,12,40.71018,-73.94858,0,1,55,2.01,1,345,26910
1,28,40.77412,-73.95695,1,1,143,5.91,1,300,59400
1,1,40.75196,-73.97269,1,4,0,0.0,1,5,2500
1,4,40.7883,-73.95017,0,1,22,0.81,1,1,100
0,15,40.67556,-73.94418,1,15,0,0.0,1,34,3366
2,39,40.73919,-73.92004,0,"0    1
Name: minimum_nights, dtype: int64",2,0.21,103,233,8854
1,27,40.72486,-74.00318,1,"0    1
Name: minimum_nights, dtype: int64",11,0.48,1,151,37750
0,100,40.64448,-73.89222,0,5,72,1.11,5,349,13262
1,2,40.82014,-73.95433,0,2,146,2.59,7,83,8051
2,63,40.71939,-73.85127,1,3,7,0.2,2,264,134376
0,12,40.71195,-73.95872,1,3,40,1.85,1,1,125
1,28,40.77459,-73.95149,0,5,44,0.77,1,299,25415
2,31,40.74152,-73.90314,0,"0    1
Name: minimum_nights, dtype: int64",1,0.57,103,1,67
0,21,40.68929,-73.90484,0,2,3,0.06,1,1,36
1,5,40.74627,-73.97595,1,1,57,3.62,1,86,8600
0,79,40.6454,-74.00782,1,1,138,3.14,1,225,34875
0,6,40.68808,-73.92264,0,1,31,2.82,2,225,12375
0,13,40.69101,-73.97197,1,2,0,0.0,1,46,11500
1,7,40.76112,-73.99887,1,"0    1
Name: minimum_nights, dtype: int64",2,0.07,121,365,87235
0,21,40.6856,-73.91413,1,2,4,0.86,2,1,79
0,21,40.68496,-73.91107,0,14,15,0.48,1,1,45
0,20,40.72717,-73.95688,0,4,1,0.08,1,1,100
1,1,40.75451,-73.96708,1,3,0,0.0,49,206,151822
0,22,40.63304,-73.95625,1,2,23,3.5,1,262,12838
2,145,40.60804,-73.75829,0,3,1,1.0,2,90,4050
1,2,40.80639,-73.95551,1,3,7,0.19,1,1,125
1,19,40.72322,-73.98283,1,12,10,0.2,1,64,12480
1,8,40.79852,-73.96091,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,32,317,19020
0,21,40.70393,-73.9284,0,5,1,0.02,1,66,3300
0,6,40.69395,-73.95934,1,2,149,4.6,1,1,170
0,20,40.73604,-73.95415,1,2,4,0.16,1,322,80500
2,183,40.68036,-73.72716,0,1,3,3.0,3,90,6750
2,87,40.72526,-73.85973,0,2,32,0.81,1,89,6230
1,77,40.72034,-74.01122,1,10,1,0.02,1,1,110
1,7,40.76364,-73.9898,1,2,18,0.45,2,63,10710
0,13,40.68705,-73.97336,1,"0    1
Name: minimum_nights, dtype: int64",6,0.52,1,307,40831
1,30,40.84191,-73.9356,0,3,6,0.31,1,1,60
0,6,40.6866,-73.94583,1,2,27,0.76,2,96,12576
0,20,40.73354,-73.95728,1,1,94,3.49,2,36,5436
0,12,40.71345,-73.95689,1,2,15,0.29,1,64,11200
0,0,40.6461,-73.97332,1,2,3,0.08,1,351,29835
4,59,40.87072,-73.89974,0,2,0,0.0,4,364,23660
