neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,max_income
1,30,40.83294,-73.94218,0,2,1,0.05,1,1,80
4,69,40.86689,-73.85776,0,2,75,1.27,4,172,8084
1,2,40.81254,-73.94204,0,3,1,0.04,1,1,55
1,19,40.72419,-73.98294,0,3,36,1.83,3,9,855
0,12,40.70574,-73.95552,0,1,0,0.0,1,1,120
1,18,40.85988,-73.92709,0,1,13,1.18,2,233,9087
1,11,40.73558,-74.00492,1,3,0,0.0,1,353,194150
0,20,40.72283,-73.95232,0,1,0,0.0,1,1,140
1,43,40.70861,-74.00479,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,327,347,47539
1,28,40.78164,-73.95873,1,14,1,0.04,1,180,88200
0,12,40.70781,-73.93926,0,1,1,0.03,1,1,58
0,0,40.64354,-73.97777,1,3,62,0.71,1,189,16821
2,25,40.75874,-73.92999,0,"0    1
Name: minimum_nights, dtype: int64",37,0.57,1,305,30500
1,4,40.79491,-73.94162,1,3,7,2.33,1,307,122800
1,5,40.74929,-73.9812,0,5,5,1.43,2,1,59
0,13,40.69693,-73.97396,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,25,66,3168
1,52,40.73025,-73.99996,0,"0    1
Name: minimum_nights, dtype: int64",1,0.05,2,1,104
0,21,40.69876,-73.92968,0,15,6,0.42,1,321,22470
0,6,40.69924,-73.94057,0,7,6,0.1,1,1,42
1,18,40.86815,-73.92342,0,1,0,0.0,1,89,11125
1,1,40.758,-73.97906,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,250
1,23,40.7205,-73.98315,1,2,16,0.44,1,1,135
0,15,40.67186,-73.93684,1,6,15,0.94,1,32,2464
1,14,40.73942,-74.00009,2,1,61,0.71,2,1,50
1,5,40.74811,-73.97718,1,3,0,0.0,1,341,57288
1,1,40.74798,-73.987,1,2,0,0.0,1,1,299
0,24,40.65897,-73.94163,1,1,7,0.93,1,1,70
4,80,40.82122,-73.92773,0,2,132,2.61,3,52,2912
1,28,40.76693,-73.95911,1,7,2,0.05,1,1,140
0,15,40.66847,-73.94875,1,5,1,0.02,1,1,125
2,56,40.76555,-73.91458,0,2,18,0.46,1,89,6230
0,6,40.68084,-73.92038,1,2,107,3.47,1,81,10530
0,21,40.69711,-73.93373,1,3,125,3.42,1,269,86080
2,25,40.75502,-73.93163,0,4,125,4.29,2,11,550
0,123,40.67705,-74.01436,0,2,68,2.22,1,69,5865
4,98,40.81322,-73.91696,0,5,7,1.08,4,321,13482
0,12,40.70885,-73.94586,0,2,3,0.1,1,1,125
1,14,40.74815,-73.99417,1,1,0,0.0,1,1,250
2,44,40.70305,-73.89614,1,4,0,0.0,2,142,32660
0,0,40.64689,-73.97446,1,4,1,0.02,2,1,130
1,28,40.77837,-73.95318,1,5,0,0.0,1,1,130
0,21,40.70517,-73.91703,1,2,0,0.0,3,155,18600
1,23,40.72118,-73.98697,1,4,6,0.16,1,1,140
1,26,40.73945,-73.98273,1,2,2,0.08,1,1,144
1,7,40.76542,-73.98754,1,1,61,6.31,1,154,46200
2,56,40.76902,-73.91856,0,5,9,1.05,4,318,15582
0,22,40.63631,-73.95313,0,1,4,0.09,1,1,69
4,88,40.89323,-73.85215,0,2,0,0.0,1,364,58240
1,2,40.82024,-73.93799,0,7,19,0.28,8,324,16848
1,1,40.76366,-73.98342,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,65,329,143115
1,43,40.70943,-74.01405,1,2,6,0.1,1,1,200
1,8,40.79145,-73.97709,1,5,1,0.02,1,1,170
2,37,40.75432,-73.82273,0,1,1,0.09,2,1,60
0,21,40.69549,-73.92249,1,4,97,2.42,2,250,19750
0,6,40.69093,-73.9471,0,1,0,0.0,1,30,2400
4,69,40.8616,-73.86227,1,2,31,2.5,5,312,44304
0,15,40.67578,-73.94159,1,2,18,1.61,1,340,234260
0,6,40.69351,-73.94011,1,2,3,0.09,1,188,37600
2,37,40.76418,-73.8293,0,1,8,1.12,5,74,5328
2,83,40.75184,-73.88722,0,1,46,2.29,1,30,1800
0,12,40.70954,-73.96284,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,5,308,17864
0,12,40.70965,-73.96817,1,"0    1
Name: minimum_nights, dtype: int64",4,0.13,1,13,2340
1,30,40.8317,-73.9429,1,"0    1
Name: minimum_nights, dtype: int64",6,0.15,1,1,180
0,12,40.71963,-73.94149,0,2,10,3.85,2,62,4650
1,23,40.71713,-73.98541,1,2,3,2.05,1,13,2600
1,7,40.76625,-73.99387,0,3,168,2.88,2,129,8901
0,90,40.63347,-74.02739,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,60
2,37,40.73862,-73.80808,0,1,2,0.52,5,90,5850
1,8,40.78122,-73.98473,1,1,0,0.0,1,1,235
0,17,40.65895,-73.97768,1,5,1,0.02,1,1,78
1,2,40.80804,-73.95373,1,2,14,1.43,1,33,6435
1,28,40.77249,-73.95756,1,"0    1
Name: minimum_nights, dtype: int64",3,0.09,29,298,34866
2,56,40.76701,-73.91208,0,1,2,1.05,3,281,22199
1,2,40.80712,-73.95686,0,2,14,5.83,1,19,1957
2,124,40.69035,-73.82238,0,1,14,5.83,1,356,27768
1,19,40.7316,-73.98543,1,1,9,0.24,3,1,297
3,55,40.63515,-74.07929,0,2,29,5.0,3,296,25160
1,8,40.80155,-73.96569,0,1,5,0.06,2,1,120
0,113,40.69682,-73.9837,1,3,131,3.24,1,28,3920
2,49,40.77412,-73.9061,1,1,81,2.98,1,202,19998
1,8,40.78558,-73.9726,0,1,176,1.89,1,300,42000
2,37,40.74447,-73.83186,0,1,60,1.68,8,53,2650
1,8,40.79592,-73.97024,1,2,1,0.05,1,1,159
0,6,40.68871,-73.92732,1,2,48,4.86,1,104,20488
1,7,40.763,-73.98642,1,2,23,0.7,3,240,240000
0,12,40.7049,-73.92966,0,1,2,0.06,1,1,41
2,56,40.76482,-73.92514,0,2,36,0.73,1,1,40
1,23,40.71436,-73.98856,0,1,6,0.77,2,151,12080
1,1,40.75264,-73.96543,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,49,257,183498
1,30,40.83734,-73.94326,1,4,0,0.0,1,83,7470
0,15,40.67206,-73.9429,1,4,13,0.36,2,1,105
0,12,40.71839,-73.95996,0,1,210,3.8,3,217,12586
0,12,40.71673,-73.96428,1,2,4,0.59,1,12,1800
1,19,40.73009,-73.9827,1,"0    1
Name: minimum_nights, dtype: int64",70,0.83,6,4,356
1,4,40.80552,-73.94031,0,5,16,1.12,1,17,867
1,9,40.71539,-73.99092,1,4,0,0.0,1,1,170
1,2,40.80996,-73.94191,0,1,26,5.03,1,1,53
0,6,40.6926,-73.94076,0,"0    1
Name: minimum_nights, dtype: int64",4,0.21,10,364,18200
0,6,40.69411,-73.94086,0,3,91,2.83,4,262,13100
0,15,40.67528,-73.95741,0,1,0,0.0,1,58,4350
2,39,40.73676,-73.92756,0,2,72,3.14,3,98,6370
1,8,40.77404,-73.99076,1,2,2,0.08,1,1,198
1,28,40.76127,-73.95815,1,2,1,0.02,1,1,148
2,49,40.77842,-73.92549,0,"0    1
Name: minimum_nights, dtype: int64",5,0.31,1,283,49525
1,26,40.7409,-73.98085,1,2,0,0.0,1,49,9751
0,6,40.68592,-73.9398,1,3,3,0.08,1,1,75
1,26,40.74072,-73.98133,0,1,0,0.0,1,1,100
1,71,40.75951,-73.98796,0,1,9,0.31,1,9,1755
0,6,40.6839,-73.94446,1,4,1,0.01,1,1,75
1,4,40.80046,-73.93677,1,4,9,1.02,1,1,59
1,4,40.78987,-73.9482,1,2,39,1.14,1,19,3800
0,29,40.67909,-73.97315,1,5,17,0.33,1,36,9000
2,126,40.71827,-73.90647,1,2,61,3.13,1,32,2560
1,7,40.75584,-73.99304,1,1,0,0.0,2,270,47250
1,23,40.71389,-73.98239,1,3,8,1.1,1,91,36400
2,31,40.75368,-73.90216,0,2,33,3.67,5,157,8321
1,64,40.72248,-73.99481,0,7,4,0.12,2,1,165
1,19,40.72117,-73.97839,0,6,10,0.31,2,7,560
0,12,40.71475,-73.95557,1,4,1,0.02,1,1,90
4,66,40.85689,-73.9091,0,5,0,0.0,5,362,14480
0,20,40.72904,-73.95433,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,326,58680
0,16,40.6828,-73.97738,1,"0    1
Name: minimum_nights, dtype: int64",2,0.81,1,83,9130
0,13,40.68529,-73.97365,1,3,0,0.0,1,1,225
2,44,40.70268,-73.90824,0,1,0,0.0,1,1,36
0,6,40.68624,-73.95528,0,1,204,5.92,1,163,9780
0,6,40.69246,-73.93427,0,1,0,0.0,1,179,80550
0,6,40.68923,-73.92816,0,"0    1
Name: minimum_nights, dtype: int64",1,0.43,5,140,6020
1,7,40.76179,-73.99403,0,1,161,4.42,6,165,18150
1,7,40.75811,-73.99073,1,"0    1
Name: minimum_nights, dtype: int64",193,3.42,1,310,33170
2,162,40.74464,-73.86012,0,1,63,5.12,3,155,9300
2,56,40.75807,-73.91582,1,4,0,0.0,2,1,80
0,16,40.66898,-73.97831,0,1,151,2.58,4,1,169
0,12,40.7121,-73.94347,1,10,0,0.0,2,34,4420
0,15,40.66733,-73.9535,0,1,11,0.92,1,1,55
1,18,40.86082,-73.92585,1,2,2,0.06,1,1,95
0,10,40.66064,-73.98564,1,1,67,3.97,5,255,32895
0,6,40.69053,-73.92635,0,4,0,0.0,1,89,7565
2,83,40.75457,-73.86162,0,7,0,0.0,2,179,17900
1,4,40.81211,-73.9378,0,3,134,2.88,1,90,6750
1,45,40.81449,-73.95842,0,2,3,0.18,1,1,60
0,21,40.69723,-73.92244,1,2,44,2.15,4,352,55968
1,19,40.73065,-73.98444,0,1,0,0.0,1,1,100
0,6,40.68402,-73.93081,1,2,32,1.5,3,248,136400
1,18,40.86076,-73.92781,1,4,41,1.11,2,100,10000
1,18,40.86813,-73.92393,0,"0    1
Name: minimum_nights, dtype: int64",9,0.81,1,57,2850
1,7,40.76186,-73.99737,1,10,4,0.58,1,1,150
0,79,40.64953,-74.00011,0,2,9,0.25,1,20,800
1,7,40.75718,-73.99245,0,2,4,0.42,4,365,51100
0,12,40.70802,-73.94053,1,4,0,0.0,2,315,63000
0,21,40.69161,-73.90563,0,3,5,0.14,1,1,70
1,23,40.7209,-73.98822,0,1,120,3.37,2,29,2465
0,6,40.67851,-73.93071,1,1,1,0.12,14,53,15900
0,6,40.68327,-73.91797,1,1,8,6.86,1,272,32640
1,11,40.73134,-74.00215,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,96,327,147150
2,25,40.7546,-73.93643,0,6,2,0.13,1,1,48
0,15,40.67442,-73.94096,1,4,7,0.56,2,343,101185
1,8,40.80082,-73.96059,1,7,0,0.0,2,1,350
1,23,40.71884,-73.98354,0,4,23,2.29,1,102,16320
1,2,40.8258,-73.94405,1,3,15,0.7,1,2,252
0,12,40.71816,-73.95031,0,1,32,1.73,1,1,47
2,162,40.73747,-73.86404,1,7,3,1.23,2,54,5940
1,4,40.79851,-73.94399,1,10,9,0.1,1,1,80
0,84,40.68892,-73.87167,1,2,6,2.34,2,150,15000
1,19,40.72625,-73.98884,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,9,340,18700
1,8,40.78898,-73.97418,2,3,7,0.38,1,1,53
2,118,40.78141,-73.84506,1,3,30,2.49,1,55,3300
1,2,40.81157,-73.94654,1,3,0,0.0,1,51,40749
2,25,40.74613,-73.95343,1,2,2,0.25,2,272,163200
1,19,40.72331,-73.98424,0,1,14,1.08,2,264,39336
0,21,40.69436,-73.9253,1,1,115,1.91,4,64,3520
0,6,40.6882,-73.95471,0,2,63,1.46,1,322,22540
1,1,40.74431,-73.98196,1,5,36,2.87,1,124,43400
0,13,40.68935,-73.9695,1,3,22,0.27,1,189,22680
1,18,40.8674,-73.92411,1,3,4,0.18,1,1,99
1,30,40.84623,-73.93578,0,2,10,2.13,1,152,10640
2,46,40.69872,-73.78614,0,1,68,1.5,3,349,24430
0,34,40.67044,-73.99157,0,4,91,3.64,1,1,70
1,27,40.72098,-73.99869,1,"0    1
Name: minimum_nights, dtype: int64",12,0.17,1,342,49590
1,23,40.7172,-73.9889,1,4,0,0.0,1,2,218
0,3,40.68771,-73.96186,1,6,5,0.07,1,3,705
0,24,40.66042,-73.9602,1,2,7,0.54,1,9,675
1,2,40.80489,-73.95759,1,1,1,0.02,1,1,115
1,43,40.70851,-74.0137,0,2,4,0.27,1,1,80
1,19,40.732,-73.98759,0,1,0,0.0,1,1,200
1,53,40.71955,-73.99706,1,3,219,2.68,1,212,42188
0,15,40.67021,-73.92368,0,1,49,2.02,12,51,3213
1,28,40.77311,-73.95508,1,5,10,0.76,1,25,3750
1,5,40.74334,-73.97213,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,23,249,74700
1,2,40.82669,-73.93832,0,1,15,2.38,1,45,1980
0,16,40.67451,-73.97501,1,2,119,4.08,1,65,17875
1,1,40.7431,-73.98233,1,2,6,5.29,1,231,231000
0,15,40.67639,-73.96003,1,5,3,0.04,1,15,1650
0,15,40.67503,-73.95771,0,2,2,0.07,1,1,150
1,4,40.80893,-73.93982,0,3,17,0.83,2,1,115
0,15,40.67301,-73.95312,1,"0    1
Name: minimum_nights, dtype: int64",22,0.35,2,171,68400
1,1,40.75205,-73.98564,1,2,102,4.48,1,213,36210
1,19,40.73047,-73.98048,0,2,0,0.0,1,1,83
0,6,40.68257,-73.9279,1,2,77,2.96,1,277,27700
1,14,40.73858,-73.99651,1,7,3,0.16,1,1,220
0,6,40.68419,-73.92217,1,2,252,4.37,1,35,4725
1,1,40.7474,-73.98685,1,1,4,0.27,17,216,33048
1,2,40.81545,-73.94613,0,1,2,0.09,1,1,60
0,6,40.67933,-73.94472,1,"0    1
Name: minimum_nights, dtype: int64",4,0.26,6,281,17703
1,23,40.71788,-73.98975,1,1,45,0.62,1,111,33300
1,7,40.76149,-73.99159,1,6,124,3.16,2,247,86450
1,2,40.81195,-73.95274,0,1,17,0.43,1,363,54450
0,12,40.71777,-73.95824,0,1,18,1.36,2,33,3300
1,18,40.86191,-73.92726,0,2,1,1.0,9,335,41875
1,4,40.79778,-73.93921,0,1,60,4.76,2,1,80
1,7,40.75579,-73.99094,2,1,0,0.0,2,168,43680
0,0,40.64386,-73.98195,0,1,95,2.69,11,148,6216
0,6,40.69385,-73.94413,0,3,86,2.57,4,1,50
1,7,40.76656,-73.98848,1,4,50,2.61,1,198,96426
2,49,40.77842,-73.90994,0,1,34,0.66,2,129,7482
1,68,40.73204,-73.98364,0,1,16,0.5,1,1,110
1,30,40.83621,-73.94646,0,3,112,2.29,1,144,11520
1,4,40.79733,-73.93955,1,1,221,5.53,1,348,38280
1,8,40.78737,-73.97293,1,3,75,3.73,1,110,15950
1,23,40.71982,-73.98849,1,2,0,0.0,1,170,42500
0,6,40.69063,-73.93947,0,2,87,2.51,1,60,4020
2,56,40.76452,-73.9251,1,2,2,1.18,1,80,9200
1,8,40.77137,-73.98943,1,5,13,0.15,1,1,180
1,2,40.82391,-73.9471,0,15,0,0.0,2,32,1184
0,22,40.65104,-73.96275,0,5,1,0.07,1,1,42
1,11,40.73476,-74.001,1,1,7,0.12,1,1,289
0,10,40.66442,-73.99047,1,2,8,0.23,3,365,92710
0,33,40.68235,-73.99806,1,3,4,0.07,1,1,175
0,20,40.73233,-73.95443,1,1,1,0.03,1,83,24900
0,29,40.6791,-73.97369,1,1,0,0.0,1,1,150
0,6,40.67668,-73.91243,2,1,5,1.5,17,89,2492
0,12,40.71285,-73.94383,1,5,10,0.12,1,1,155
1,4,40.80619,-73.94174,1,2,1,1.0,1,1,125
0,73,40.58599,-73.92762,1,1,1,0.02,1,365,730000
1,28,40.77219,-73.94763,1,5,6,0.44,1,11,2189
0,21,40.6887,-73.90598,0,2,0,0.0,1,1,65
2,49,40.77679,-73.9212,1,2,7,0.15,1,1,175
2,129,40.69139,-73.86086,0,7,4,0.41,2,180,1800
0,6,40.69857,-73.9439,0,1,2,0.11,1,1,38
1,7,40.7617,-73.98931,0,1,146,7.19,2,60,9000
0,6,40.69436,-73.93144,0,1,0,0.0,1,1,100
0,21,40.70745,-73.92255,0,1,12,0.23,2,358,21122
1,2,40.81142,-73.95134,0,15,19,0.54,3,106,7314
1,14,40.75218,-74.00241,1,4,0,0.0,1,34,18700
0,20,40.72747,-73.95462,1,3,0,0.0,1,1,95
0,21,40.68569,-73.9143,0,7,0,0.0,1,1,45
1,4,40.79921,-73.9387,1,1,0,0.0,1,1,185
0,84,40.68126,-73.89457,0,1,10,2.46,1,365,13870
0,21,40.70255,-73.92103,0,3,0,0.0,1,1,45
0,79,40.66216,-73.98985,0,1,1,0.3,1,1,55
0,12,40.70899,-73.94063,0,5,0,0.0,2,1,45
2,63,40.72454,-73.84103,0,1,5,0.4,1,35,2520
2,25,40.75926,-73.94006,1,1,1,0.16,1,1,120
0,29,40.67935,-73.9723,1,2,7,0.32,1,1,115
2,44,40.7092,-73.91246,0,1,0,0.0,1,1,25
0,12,40.71422,-73.95732,1,2,71,2.35,1,68,11900
1,11,40.73886,-74.00413,1,3,6,0.94,1,1,200
1,4,40.80268,-73.94051,1,10,28,0.97,1,1,100
1,28,40.78119,-73.95121,1,4,0,0.0,1,83,16600
1,19,40.72795,-73.98503,1,5,0,0.0,1,1,250
2,56,40.75978,-73.91748,0,7,1,0.15,1,8,640
0,20,40.7254,-73.94136,1,"0    1
Name: minimum_nights, dtype: int64",3,0.05,52,336,43344
1,64,40.72275,-73.99558,1,2,1,0.03,1,1,124
0,21,40.695,-73.90755,1,7,25,0.95,1,271,39295
1,7,40.76135,-73.99343,1,3,0,0.0,1,161,64400
0,6,40.68828,-73.95201,0,"0    1
Name: minimum_nights, dtype: int64",22,1.89,3,365,23725
1,43,40.70633,-74.00623,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,96,332,54780
0,24,40.66244,-73.95813,1,1,44,0.8,1,1,139
1,4,40.79922,-73.94677,0,3,0,0.0,2,1,120
1,14,40.74832,-73.98915,0,1,19,2.88,3,81,10530
0,13,40.68665,-73.9774,0,3,14,0.41,3,1,67
4,88,40.88999,-73.86008,0,2,11,3.17,1,54,4050
1,2,40.81056,-73.94627,1,3,28,0.5,1,329,49021
0,21,40.70383,-73.92853,0,1,0,0.0,1,1,40
0,20,40.72988,-73.95494,0,3,0,0.0,2,1,75
1,8,40.80158,-73.96182,0,1,1,1.0,1,1,100
0,21,40.70433,-73.92652,0,3,6,0.14,1,1,55
1,8,40.79874,-73.96649,1,7,19,1.45,1,23,5060
0,6,40.69295,-73.93685,1,1,8,1.36,9,134,18626
1,23,40.72008,-73.98268,0,3,28,1.07,1,1,104
0,6,40.69382,-73.95072,1,2,5,0.43,1,1,100
0,12,40.70849,-73.94535,0,3,1,0.11,1,1,140
1,19,40.724,-73.98933,1,1,1,0.63,1,365,69350
1,5,40.74798,-73.9814,0,1,1,0.02,1,1,200
0,100,40.63773,-73.91729,0,1,5,0.53,2,1,80
0,15,40.66701,-73.93861,1,10,0,0.0,1,6,528
1,1,40.75589,-73.96753,1,"0    1
Name: minimum_nights, dtype: int64",7,0.21,91,310,41230
1,7,40.76626,-73.98342,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,121,133,17157
1,53,40.71824,-73.99796,0,2,2,2.0,2,23,2185
1,7,40.76568,-73.98636,1,3,0,0.0,1,151,33975
0,76,40.62062,-73.99837,1,7,0,0.0,2,232,27840
1,8,40.7904,-73.97555,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,232,293,93760
1,19,40.72537,-73.99054,1,2,0,0.0,2,1,250
0,12,40.71542,-73.95652,1,1,215,3.2,2,224,47040
1,1,40.74673,-73.98499,1,5,59,5.82,1,58,14500
